dataset,model,method,clients,attack,malicious_fraction,alpha,seed,round,accuracy,macro_f1,precision,recall,fpr,params,model_kb,bytes_per_round,round_time_s
edge_iiotset,mlp,krum,10,backdoor,0.2,0.5,42,1,0.22392035282302084,0.16350938409076995,0.20533367341594203,0.21762979464301824,0.05636936358180731,79247,309.559,3513048,1.184
edge_iiotset,mlp,krum,10,backdoor,0.2,0.5,42,2,0.41557137242915154,0.2733483324461755,0.25896577469451704,0.3611892728270773,0.04190325560427781,79247,309.559,3513048,1.174
edge_iiotset,mlp,krum,10,backdoor,0.2,0.5,42,3,0.4001571983756168,0.2517369815894768,0.23403365136952434,0.35285678815672106,0.04293885157873026,79247,309.559,3513048,1.252
edge_iiotset,mlp,krum,10,backdoor,0.2,0.5,42,4,0.4167940264617266,0.2638576000416926,0.22376111268261006,0.39434861260333315,0.04157713066119686,79247,309.559,3513048,1.263
edge_iiotset,mlp,krum,10,backdoor,0.2,0.5,42,5,0.4690624863543077,0.3410684238883729,0.2959174488525938,0.48309468742387135,0.03761046860928143,79247,309.559,3513048,1.252
