dataset,model,method,clients,attack,malicious_fraction,alpha,seed,round,accuracy,macro_f1,precision,recall,fpr,params,model_kb,bytes_per_round,round_time_s
edge_iiotset,mlp,median,10,backdoor,0.2,0.5,42,1,0.32487664294135626,0.1318527607891977,0.2259217002426068,0.2052750374586903,0.04840969646595186,79247,309.559,3513048,1.282
edge_iiotset,mlp,median,10,backdoor,0.2,0.5,42,2,0.5303698528448539,0.2946434311685972,0.26299154686512966,0.3937289527404113,0.033495909940085444,79247,309.559,3513048,1.245
edge_iiotset,mlp,median,10,backdoor,0.2,0.5,42,3,0.6394043928212741,0.4319167293295816,0.40780836926295205,0.502342967942752,0.02576444905983917,79247,309.559,3513048,1.175
edge_iiotset,mlp,median,10,backdoor,0.2,0.5,42,4,0.6856469149818786,0.5284803639095218,0.5489505427118029,0.5809533641013283,0.022459588680937774,79247,309.559,3513048,1.216
edge_iiotset,mlp,median,10,backdoor,0.2,0.5,42,5,0.747041613903323,0.6091641105372076,0.6531944462751033,0.6500648524300368,0.01807646845580868,79247,309.559,3513048,1.218
