dataset,model,method,clients,attack,malicious_fraction,alpha,seed,round,accuracy,macro_f1,precision,recall,fpr,params,model_kb,bytes_per_round,round_time_s
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,42,1,0.3430854547836339,0.15493758975436275,0.23910537533885362,0.22713727053238614,0.048737859065559205,79247,309.559,3513048,1.228
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,42,2,0.607091393388935,0.41172350266793095,0.43084292653950396,0.4754379033329137,0.02807185655428739,79247,309.559,3513048,1.29
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,42,3,0.7153399414872713,0.5169657008191223,0.5329712119986915,0.5848599077932799,0.020304286909944517,79247,309.559,3513048,1.091
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,42,4,0.7276538142439195,0.5380280209384992,0.5315890658510012,0.596746112318596,0.01942602063042934,79247,309.559,3513048,1.006
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,42,5,0.7479586044277542,0.622033024472946,0.6633740702513685,0.6501114473372772,0.017973614312679468,79247,309.559,3513048,1.001
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,42,6,0.7489192611676346,0.629422861788409,0.6647547992953879,0.6582107951500729,0.01790436458012903,79247,309.559,3513048,1.13
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,42,7,0.7512772368018864,0.6332310245433952,0.6661476884020165,0.6604111793666899,0.01773676073948749,79247,309.559,3513048,1.031
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,42,8,0.7551198637614078,0.6376876222590196,0.669504511991808,0.6644320523298879,0.017461484818589643,79247,309.559,3513048,1.023
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,42,9,0.756429850224881,0.642902440008649,0.7347398655992126,0.6684319398885593,0.017367355531973154,79247,309.559,3513048,1.264
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,42,10,0.7639841054975766,0.6706274265893001,0.7218552989900663,0.6972728294913468,0.016825897629492548,79247,309.559,3513048,1.1
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,43,1,0.4197633291122658,0.2269851365932346,0.2792502022334966,0.2875190952374271,0.04309230168710864,79247,309.559,3513048,1.389
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,43,2,0.6503209466835509,0.453511330986709,0.5046188818922588,0.5130170554253356,0.024980799763581377,79247,309.559,3513048,1.049
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,43,3,0.7300117898781713,0.5470785850493167,0.5289888945567088,0.5958870959643026,0.019276614575862286,79247,309.559,3513048,1.033
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,43,4,0.7330247587441596,0.5482585977988166,0.5313303319344129,0.5980018920020348,0.019066470815025216,79247,309.559,3513048,1.088
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,43,5,0.7435919828828436,0.5855661472833383,0.697125270085036,0.6286455561466044,0.01832832070583906,79247,309.559,3513048,1.116
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,43,6,0.7583948299200908,0.6235744746101074,0.7002194734124931,0.6560184512411096,0.017267493176053663,79247,309.559,3513048,1.065
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,43,7,0.7641151041439238,0.6372782079590604,0.6989832094525344,0.6668321922550585,0.01685795718884434,79247,309.559,3513048,1.22
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,43,8,0.7654687568228462,0.639447285060348,0.6949559372136581,0.6682193825635212,0.01676071713718674,79247,309.559,3513048,1.079
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,43,9,0.7669534081481159,0.6439995474067027,0.6872865038007918,0.6722252380335163,0.016653381121482555,79247,309.559,3513048,1.157
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,43,10,0.7561678529321864,0.6225384488084761,0.6911469941937792,0.6631842040665753,0.017415639182521536,79247,309.559,3513048,1.236
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,44,1,0.4670101742281996,0.2606953210709563,0.2507014807884024,0.33148829143321307,0.03994835930106817,79247,309.559,3513048,1.054
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,44,2,0.6090563730841448,0.43899307031271556,0.45511599707220957,0.4978221074524089,0.027862507316858375,79247,309.559,3513048,1.221
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,44,3,0.6711933976682241,0.5052859861695712,0.5151127028888449,0.5775433699272519,0.023433497623420653,79247,309.559,3513048,1.059
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,44,4,0.6817169555914588,0.5220702366718285,0.5202927842035898,0.5990415878885493,0.022681539847555002,79247,309.559,3513048,1.089
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,44,5,0.6880048906161303,0.5379039872627308,0.5933068373568445,0.6106315258675342,0.02223248262713056,79247,309.559,3513048,1.166
edge_iiotset,mlp,reputation,10,label_flip,0.2,0.5,44,6,0.7152526090563731,0.585710303085961,0.6025974434062651,0.6495622607894612,0.020285778678179076,79247,309.559,3513048,1.157
