dataset,model,method,clients,attack,malicious_fraction,alpha,seed,round,accuracy,macro_f1,precision,recall,fpr,params,model_kb,bytes_per_round,round_time_s
edge_iiotset,mlp,similarity_norm,10,label_flip,0.2,0.5,42,1,0.3430854547836339,0.15493758975436275,0.23910537533885362,0.22713727053238614,0.048737859065559205,79247,309.559,3513048,1.165
edge_iiotset,mlp,similarity_norm,10,label_flip,0.2,0.5,42,2,0.607091393388935,0.41172350266793095,0.43084292653950396,0.4754379033329137,0.02807185655428739,79247,309.559,3513048,1.054
edge_iiotset,mlp,similarity_norm,10,label_flip,0.2,0.5,42,3,0.7153399414872713,0.5169657008191223,0.5329712119986915,0.5848599077932799,0.020304286909944517,79247,309.559,3513048,1.121
edge_iiotset,mlp,similarity_norm,10,label_flip,0.2,0.5,42,4,0.7276538142439195,0.5380280209384992,0.5315890658510012,0.596746112318596,0.01942602063042934,79247,309.559,3513048,1.394
edge_iiotset,mlp,similarity_norm,10,label_flip,0.2,0.5,42,5,0.7479586044277542,0.622033024472946,0.6633740702513685,0.6501114473372772,0.017973614312679468,79247,309.559,3513048,1.063
edge_iiotset,mlp,similarity_norm,10,label_flip,0.2,0.5,42,6,0.7489192611676346,0.629422861788409,0.6647547992953879,0.6582107951500729,0.01790436458012903,79247,309.559,3513048,1.023
edge_iiotset,mlp,similarity_norm,10,label_flip,0.2,0.5,42,7,0.7512772368018864,0.6332310245433952,0.6661476884020165,0.6604111793666899,0.01773676073948749,79247,309.559,3513048,0.909
edge_iiotset,mlp,similarity_norm,10,label_flip,0.2,0.5,42,8,0.7551198637614078,0.6376876222590196,0.669504511991808,0.6644320523298879,0.017461484818589643,79247,309.559,3513048,0.906
edge_iiotset,mlp,similarity_norm,10,label_flip,0.2,0.5,42,9,0.7676084013798524,0.6508133271824789,0.683249320917716,0.6756006067316803,0.01660679767064256,79247,309.559,3513048,1.014
edge_iiotset,mlp,similarity_norm,10,label_flip,0.2,0.5,42,10,0.7600541461071569,0.654090840250095,0.6752211464107736,0.6859397545911139,0.01714430939602937,79247,309.559,3513048,0.959
