dataset,model,method,clients,attack,malicious_fraction,alpha,seed,round,accuracy,macro_f1,precision,recall,fpr,params,model_kb,bytes_per_round,round_time_s
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,42,1,0.4065324658311864,0.19784921250957177,0.21888815061813205,0.29635729357619905,0.04249112095186773,79247,309.559,3513048,1.23
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,42,2,0.6587921924806777,0.446481282572888,0.4082316348384964,0.5335460903424794,0.024365973662321152,79247,309.559,3513048,1.223
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,42,3,0.7245098467315838,0.5257055543643089,0.49499182371983413,0.5968908226421158,0.019631587877474075,79247,309.559,3513048,1.413
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,42,4,0.7217152089428409,0.5506926731335097,0.6524168957573726,0.6089010134578979,0.019843812509854286,79247,309.559,3513048,1.287
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,42,5,0.7463429544561373,0.6169187418322296,0.6701367580111671,0.6551146194237928,0.018081083603405722,79247,309.559,3513048,1.369
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,42,6,0.7432426531592506,0.6141415581507821,0.6690015409963046,0.6541053310940411,0.018303579816704094,79247,309.559,3513048,1.364
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,42,7,0.7426749923584123,0.6114812741500887,0.673082651470193,0.653626797921719,0.018344044091776222,79247,309.559,3513048,1.271
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,42,8,0.7586131609973363,0.6498389785347115,0.6852219571633534,0.6933584386330438,0.017203976989001626,79247,309.559,3513048,1.345
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,42,9,0.7562988515785337,0.6444691443448415,0.692280920436714,0.6908734176783663,0.017369008470505584,79247,309.559,3513048,1.225
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,42,10,0.7595738177372167,0.6501952640000284,0.690368353679484,0.6944470827050345,0.0171356697979509,79247,309.559,3513048,1.557
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,43,1,0.47181345792760143,0.25712065933110384,0.2394491844212709,0.3508674384249771,0.037843345787952044,79247,309.559,3513048,1.28
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,43,2,0.6190122702065411,0.4215133054163332,0.4213213424613196,0.4899655346858207,0.02717593123277769,79247,309.559,3513048,1.287
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,43,3,0.7220208724509847,0.5235698193723326,0.5168136456498007,0.5932766286670891,0.01981596734132762,79247,309.559,3513048,1.443
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,43,4,0.716431596873499,0.5732557001554994,0.5783931922673538,0.6236558326178692,0.02021963875887919,79247,309.559,3513048,1.291
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,43,5,0.7401423518623641,0.6179513327288081,0.6612018822028654,0.6463562287353184,0.01855100422697038,79247,309.559,3513048,1.294
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,43,6,0.7545085367451203,0.6572937196272923,0.7555929656562811,0.6713680798476871,0.017520877779644416,79247,309.559,3513048,1.34
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,43,7,0.7585258285664381,0.672826420361414,0.7626571427486581,0.6894362401167065,0.017233097055852832,79247,309.559,3513048,1.224
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,43,8,0.7588314920745819,0.6789383061944821,0.7740124860048502,0.6959004072263064,0.017210245220303226,79247,309.559,3513048,1.329
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,43,9,0.7660800838391336,0.6834582126436154,0.7498729188116052,0.6986257575866416,0.01669113106564431,79247,309.559,3513048,1.323
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,43,10,0.7651194270992533,0.6960766054744801,0.7808558316119615,0.7080416507129434,0.016758138601951234,79247,309.559,3513048,1.256
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,44,1,0.3408584777957294,0.1294318932537225,0.19907743370988903,0.2205728325867525,0.04934397266321556,79247,309.559,3513048,1.371
edge_iiotset,mlp,committee,10,label_flip,0.2,0.5,44,2,0.5911532247500109,0.39810247359209666,0.4047319716678949,0.4966328607300609,0.029181732156797608,79247,309.559,3513048,1.377
